distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,snow,temp_gradient,gas_price,con_dis,price_dis
43.7,4.7,44,22.0,9,SP98,False,True,False,False,-13.0,1.953,0.10755148741418764,0.21004805491990847
12.1,4.2,43,22.0,4,SP98,False,False,False,False,-18.0,1.953,0.34710743801652894,0.677900826446281
56.1,4.8,82,22.0,13,SP98,False,False,False,False,-9.0,1.953,0.0855614973262032,0.16710160427807486
39.0,4.1,61,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.10512820512820512,0.2053153846153846
11.8,4.5,41,21.5,13,SP98,False,False,False,False,-8.5,1.953,0.3813559322033898,0.7447881355932203
38.5,4.8,63,21.5,14,SP98,False,False,False,False,-7.5,1.953,0.12467532467532468,0.2434909090909091
28.2,4.6,54,21.5,14,SP98,False,False,False,False,-7.5,1.953,0.1631205673758865,0.31857446808510637
2.9,7.4,24,21.5,14,SP98,False,False,False,False,-7.5,1.953,2.5517241379310347,4.983517241379311
6.1,5.6,24,21.5,13,SP98,False,False,False,False,-8.5,1.953,0.9180327868852459,1.7929180327868854
19.6,4.9,43,21.5,13,SP98,False,False,False,False,-8.5,1.953,0.25,0.48825
22.2,3.8,42,21.5,15,SP98,False,False,False,False,-6.5,1.953,0.17117117117117117,0.3342972972972973
13.6,4.5,44,19.0,18,SP98,False,False,False,False,-1.0,1.953,0.33088235294117646,0.6462132352941177
12.6,4.1,33,21.5,17,SP98,False,False,False,False,-4.5,1.953,0.32539682539682535,0.6355
8.7,5.3,28,22.5,12,SP98,True,True,False,False,-10.5,1.953,0.6091954022988506,1.1897586206896553
7.9,4.7,31,22.5,12,SP98,True,False,False,False,-10.5,1.953,0.5949367088607594,1.1619113924050632
2.4,9.0,26,20.0,10,SP98,False,False,False,False,-10.0,1.953,3.75,7.32375
4.9,6.3,26,20.0,10,SP98,False,False,False,False,-10.0,1.953,1.2857142857142856,2.5109999999999997
18.1,3.6,36,20.0,19,SP98,False,False,False,False,-1.0,1.953,0.19889502762430938,0.38844198895027626
25.9,3.7,39,20.0,21,SP98,False,False,False,False,1.0,1.953,0.14285714285714288,0.279
1.3,11.5,21,20.0,10,SP98,False,False,False,False,-10.0,1.953,8.846153846153847,17.276538461538465
14.1,5.0,22,20.0,12,SP98,False,False,False,False,-8.0,1.953,0.3546099290780142,0.6925531914893618
13.4,5.5,31,20.0,9,SP98,False,False,False,False,-11.0,1.953,0.4104477611940298,0.8016044776119402
6.4,4.7,33,20.0,8,SP98,False,False,False,False,-12.0,1.953,0.734375,1.434234375
12.9,4.5,42,20.0,13,SP98,False,False,False,False,-7.0,1.953,0.3488372093023256,0.6812790697674419
12.1,4.4,33,22.5,5,SP98,False,False,False,False,-17.5,1.953,0.3636363636363637,0.7101818181818184
15.7,4.1,32,22.5,13,SP98,False,False,False,False,-9.5,1.953,0.2611464968152866,0.5100191082802548
16.2,4.4,26,22.5,11,SP98,False,False,False,False,-11.5,1.953,0.271604938271605,0.5304444444444445
12.8,4.6,22,22.5,12,SP98,False,False,False,False,-10.5,1.953,0.35937499999999994,0.701859375
19.0,4.4,58,22.5,17,SP98,False,False,True,False,-5.5,1.953,0.23157894736842108,0.4522736842105264
29.0,4.0,27,22.5,12,SP98,False,False,False,False,-10.5,1.953,0.13793103448275862,0.2693793103448276
12.1,5.0,32,22.5,9,SP98,False,False,False,False,-13.5,1.953,0.4132231404958678,0.8070247933884298
12.3,5.2,55,22.5,10,SP98,False,False,False,False,-12.5,1.953,0.4227642276422764,0.8256585365853658
24.8,4.0,56,22.5,11,SP98,False,False,False,False,-11.5,1.953,0.16129032258064516,0.315
12.9,5.1,34,22.5,8,SP98,False,True,False,False,-14.5,1.953,0.3953488372093023,0.7721162790697674
11.8,4.5,39,22.5,3,SP98,False,False,False,False,-19.5,1.953,0.3813559322033898,0.7447881355932203
31.4,4.6,62,22.5,11,SP98,False,False,False,False,-11.5,1.953,0.1464968152866242,0.2861082802547771
19.0,5.1,53,22.5,4,SP98,False,True,False,False,-18.5,1.953,0.26842105263157895,0.5242263157894737
13.0,5.7,38,22.5,3,SP98,True,True,False,False,-19.5,1.953,0.43846153846153846,0.8563153846153846
11.8,4.8,42,22.5,2,SP98,False,False,False,False,-20.5,1.953,0.4067796610169491,0.7944406779661016
13.0,6.2,32,22.5,4,SP98,False,False,False,False,-18.5,1.953,0.47692307692307695,0.9314307692307693
11.8,5.0,43,22.5,1,SP98,False,False,False,False,-21.5,1.953,0.423728813559322,0.8275423728813559
27.1,5.0,69,22.5,8,SP98,False,False,False,False,-14.5,1.953,0.18450184501845018,0.3603321033210332
5.2,4.6,38,22.5,8,SP98,False,False,False,False,-14.5,1.953,0.8846153846153845,1.727653846153846
19.0,4.5,29,22.5,10,E10,False,False,False,False,-12.5,1.823,0.23684210526315788,0.4317631578947368
12.4,4.8,38,22.5,1,E10,False,False,False,False,-21.5,1.823,0.3870967741935484,0.7056774193548386
25.2,5.0,55,22.5,9,E10,False,False,False,False,-13.5,1.823,0.19841269841269843,0.36170634920634925
14.3,4.8,36,22.5,10,E10,False,False,False,False,-12.5,1.823,0.3356643356643356,0.6119160839160839
11.8,4.6,40,22.5,2,E10,False,False,False,False,-20.5,1.823,0.38983050847457623,0.7106610169491524
16.9,4.5,48,22.5,9,E10,False,False,True,False,-13.5,1.823,0.26627218934911245,0.485414201183432
12.4,4.6,55,22.5,11,E10,False,False,True,False,-11.5,1.823,0.3709677419354838,0.676274193548387
17.4,4.4,36,22.5,12,E10,False,False,True,False,-10.5,1.823,0.25287356321839083,0.46098850574712646
9.2,5.7,33,22.5,8,E10,False,True,False,False,-14.5,1.823,0.6195652173913044,1.129467391304348
12.3,5.8,54,22.5,10,E10,False,True,False,False,-12.5,1.823,0.47154471544715443,0.8596260162601626
13.0,5.9,32,22.5,10,E10,False,False,False,False,-12.5,1.823,0.4538461538461539,0.8273615384615386
11.8,6.1,16,22.5,6,E10,False,True,False,False,-16.5,1.823,0.5169491525423728,0.9423983050847456
13.0,5.7,37,22.5,11,E10,False,True,False,False,-11.5,1.823,0.43846153846153846,0.7993153846153845
12.3,5.0,42,22.5,10,E10,False,False,False,False,-12.5,1.823,0.4065040650406504,0.7410569105691056
12.3,5.2,57,22.5,15,E10,False,False,True,False,-7.5,1.823,0.4227642276422764,0.7706991869918698
12.5,4.3,57,22.5,16,E10,False,False,True,False,-6.5,1.823,0.344,0.6271119999999999
31.5,4.1,30,22.5,16,E10,False,False,True,False,-6.5,1.823,0.13015873015873014,0.23727936507936503
11.8,4.4,42,22.5,8,E10,False,False,False,False,-14.5,1.823,0.3728813559322034,0.6797627118644067
24.9,4.5,53,22.5,14,E10,False,False,False,False,-8.5,1.823,0.18072289156626506,0.3294578313253012
17.0,3.9,46,22.5,14,E10,False,False,True,False,-8.5,1.823,0.22941176470588234,0.4182176470588235
2.0,8.1,20,22.5,14,E10,False,False,False,False,-8.5,1.823,4.05,7.38315
11.8,4.4,33,22.5,8,E10,False,False,False,False,-14.5,1.823,0.3728813559322034,0.6797627118644067
7.4,5.0,31,22.5,12,E10,False,False,False,False,-10.5,1.823,0.6756756756756757,1.2317567567567567
12.4,4.7,55,22.5,14,E10,False,False,True,False,-8.5,1.823,0.3790322580645161,0.6909758064516128
2.0,6.0,22,22.5,14,E10,False,False,False,False,-8.5,1.823,3.0,5.468999999999999
14.0,5.0,41,22.5,8,E10,False,False,False,False,-14.5,1.823,0.35714285714285715,0.6510714285714285
25.7,5.0,45,22.5,7,E10,False,False,False,False,-15.5,1.823,0.19455252918287938,0.3546692607003891
24.5,3.9,50,21.5,15,E10,False,False,True,False,-6.5,1.823,0.15918367346938775,0.29019183673469384
11.8,4.5,28,22.5,12,E10,False,False,False,False,-10.5,1.823,0.3813559322033898,0.6952118644067796
4.1,5.4,24,22.5,13,E10,False,False,False,False,-9.5,1.823,1.3170731707317076,2.401024390243903
4.2,5.6,29,22.0,17,E10,False,False,False,False,-5.0,1.823,1.3333333333333333,2.4306666666666663
4.2,3.9,29,22.0,18,E10,False,False,True,False,-4.0,1.823,0.9285714285714285,1.6927857142857141
16.0,4.0,40,22.0,10,E10,False,False,False,False,-12.0,1.823,0.25,0.45575
22.9,4.0,29,21.5,21,E10,False,False,False,False,-0.5,1.823,0.17467248908296945,0.3184279475982533
16.0,3.8,42,21.5,8,E10,False,False,False,False,-13.5,1.823,0.2375,0.4329625
15.4,4.5,50,22.0,14,E10,False,False,False,False,-8.0,1.823,0.2922077922077922,0.5326948051948052
16.0,3.8,41,22.0,12,E10,False,False,False,False,-10.0,1.823,0.2375,0.4329625
4.2,5.6,32,22.0,18,E10,False,False,False,False,-4.0,1.823,1.3333333333333333,2.4306666666666663
101.9,5.2,75,22.0,18,E10,False,False,False,False,-4.0,1.823,0.05103042198233562,0.09302845927379784
93.9,4.8,88,23.0,18,E10,True,False,True,False,-5.0,1.823,0.051118210862619806,0.0931884984025559
25.7,4.9,50,22.0,10,SP98,False,True,False,False,-12.0,1.953,0.1906614785992218,0.3723618677042802
16.0,4.1,40,22.0,10,SP98,False,False,False,False,-12.0,1.953,0.25625,0.5004562499999999
16.1,4.5,32,22.0,19,SP98,False,False,False,False,-3.0,1.953,0.2795031055900621,0.5458695652173913
16.0,4.4,40,22.0,7,SP98,True,True,False,False,-15.0,1.953,0.275,0.5370750000000001
16.0,4.5,41,22.0,11,SP98,False,False,False,False,-11.0,1.953,0.28125,0.54928125
24.7,4.5,26,22.0,10,SP98,False,False,False,False,-12.0,1.953,0.18218623481781376,0.3558097165991903
16.0,3.9,42,22.0,8,SP98,False,False,False,False,-14.0,1.953,0.24375,0.47604375
15.4,4.6,43,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.2987012987012987,0.5833636363636363
16.0,3.8,40,22.0,8,SP98,False,False,False,False,-14.0,1.953,0.2375,0.4638375
32.1,4.5,50,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.14018691588785046,0.27378504672897197
25.9,4.4,40,22.0,14,SP98,False,False,False,False,-8.0,1.953,0.1698841698841699,0.3317837837837838
48.6,4.3,44,22.0,12,SP98,False,False,False,False,-10.0,1.953,0.08847736625514403,0.1727962962962963
37.2,4.0,45,22.0,20,SP98,False,False,True,False,-2.0,1.953,0.1075268817204301,0.21
28.8,3.9,35,22.0,15,SP98,False,False,True,False,-7.0,1.953,0.13541666666666666,0.26446875
6.7,5.0,30,22.0,17,SP98,False,False,False,False,-5.0,1.953,0.7462686567164178,1.457462686567164
7.4,4.1,25,22.0,18,SP98,False,False,True,False,-4.0,1.953,0.554054054054054,1.0820675675675675
17.3,4.1,22,22.0,25,SP98,False,False,True,False,3.0,1.953,0.23699421965317916,0.4628497109826589
6.6,5.6,43,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.8484848484848485,1.6570909090909092
14.3,4.1,26,22.0,20,SP98,False,False,False,False,-2.0,1.953,0.28671328671328666,0.5599510489510489
13.3,4.6,33,22.0,18,SP98,False,False,False,False,-4.0,1.953,0.3458646616541353,0.6754736842105263
8.3,4.9,26,22.0,23,SP98,False,False,False,False,1.0,1.953,0.5903614457831325,1.152975903614458
12.7,4.5,39,22.0,27,SP98,False,False,True,False,5.0,1.953,0.35433070866141736,0.6920078740157481
16.5,4.1,47,22.0,14,SP98,False,False,False,False,-8.0,1.953,0.24848484848484848,0.4852909090909091
20.6,4.1,38,22.0,21,SP98,False,False,False,False,-1.0,1.953,0.1990291262135922,0.38870388349514556
16.3,4.5,58,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.2760736196319018,0.5391717791411043
18.7,4.2,65,25.0,18,SP98,True,False,True,False,-7.0,1.953,0.22459893048128343,0.43864171122994655
36.5,3.9,54,23.0,18,SP98,False,False,True,False,-5.0,1.953,0.10684931506849314,0.2086767123287671
19.0,5.0,35,22.0,15,SP98,True,False,True,False,-7.0,1.953,0.2631578947368421,0.5139473684210526
16.6,4.4,46,22.0,5,SP98,True,False,False,False,-17.0,1.953,0.26506024096385544,0.5176626506024097
29.9,4.5,32,22.0,18,SP98,True,False,False,False,-4.0,1.953,0.1505016722408027,0.29392976588628766
16.0,3.8,42,22.0,11,SP98,False,False,False,False,-11.0,1.953,0.2375,0.4638375
21.1,5.1,33,22.0,10,SP98,False,True,False,False,-12.0,1.953,0.24170616113744073,0.47205213270142177
16.0,3.9,40,22.0,10,SP98,False,False,False,False,-12.0,1.953,0.24375,0.47604375
11.9,5.3,34,22.0,13,SP98,False,False,False,False,-9.0,1.953,0.4453781512605042,0.8698235294117647
10.1,4.2,35,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.4158415841584159,0.8121386138613862
31.9,4.3,33,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.13479623824451412,0.2632570532915361
18.7,4.0,60,22.0,13,SP98,False,False,False,False,-9.0,1.953,0.21390374331550802,0.4177540106951872
10.8,4.7,48,22.0,17,SP98,False,False,True,False,-5.0,1.953,0.4351851851851852,0.8499166666666667
19.8,4.0,56,22.0,17,SP98,False,False,True,False,-5.0,1.953,0.20202020202020202,0.39454545454545453
11.3,4.3,38,22.0,17,SP98,False,False,False,False,-5.0,1.953,0.3805309734513274,0.7431769911504424
11.5,5.3,53,22.0,15,SP98,False,False,False,False,-7.0,1.953,0.4608695652173913,0.9000782608695652
21.4,5.2,51,22.0,13,SP98,False,False,False,False,-9.0,1.953,0.2429906542056075,0.4745607476635515
32.0,4.9,53,22.0,15,SP98,False,False,False,False,-7.0,1.953,0.153125,0.29905312500000003
41.9,4.7,53,22.0,14,SP98,False,False,False,False,-8.0,1.953,0.11217183770883056,0.2190715990453461
211.0,4.6,80,22.0,20,SP98,False,False,False,False,-2.0,1.953,0.021800947867298578,0.042577251184834124
216.1,5.3,90,22.0,21,SP98,False,False,True,False,-1.0,1.953,0.024525682554372975,0.04789865802869042
25.5,3.6,27,22.0,27,SP98,False,False,True,False,5.0,1.953,0.1411764705882353,0.2757176470588235
16.6,4.2,52,22.0,15,SP98,False,True,False,False,-7.0,1.953,0.25301204819277107,0.4941325301204819
25.9,4.1,43,22.0,24,SP98,False,False,False,False,2.0,1.953,0.1583011583011583,0.30916216216216214
16.5,4.0,48,22.0,15,SP98,False,False,False,False,-7.0,1.953,0.24242424242424243,0.47345454545454546
22.1,3.9,29,22.0,26,SP98,False,False,False,False,4.0,1.953,0.1764705882352941,0.3446470588235294
16.6,3.7,49,22.0,17,E10,False,False,False,False,-5.0,1.823,0.22289156626506024,0.4063313253012048
15.4,4.5,43,22.0,24,E10,False,False,False,False,2.0,1.823,0.2922077922077922,0.5326948051948052
16.5,3.9,43,22.0,17,E10,False,False,False,False,-5.0,1.823,0.23636363636363636,0.43089090909090905
15.4,5.1,21,22.0,24,E10,False,False,False,False,2.0,1.823,0.3311688311688311,0.6037207792207792
18.4,4.2,59,22.0,24,E10,False,False,False,False,2.0,1.823,0.2282608695652174,0.4161195652173913
39.5,4.2,58,22.0,25,E10,False,False,False,False,3.0,1.823,0.10632911392405063,0.1938379746835443
21.5,4.8,47,25.0,27,E10,True,False,True,False,2.0,1.823,0.22325581395348837,0.4069953488372093
4.8,4.7,26,25.0,18,E10,False,False,False,False,-7.0,1.823,0.9791666666666667,1.7850208333333335
100.9,4.7,87,23.5,22,E10,False,False,False,False,-1.5,1.823,0.04658077304261645,0.0849167492566898
129.7,4.6,58,24.0,21,E10,False,False,False,False,-3.0,1.823,0.035466461063993836,0.06465535851966075
16.6,3.8,43,21.5,16,E10,False,False,False,False,-5.5,1.823,0.22891566265060237,0.41731325301204814
15.4,4.2,50,21.5,21,E10,False,False,False,False,-0.5,1.823,0.2727272727272727,0.4971818181818181
16.0,3.7,45,22.0,17,E10,False,False,False,False,-5.0,1.823,0.23125,0.42156875
16.0,4.2,41,22.0,15,E10,False,False,False,False,-7.0,1.823,0.2625,0.4785375
15.4,4.1,45,22.0,24,E10,False,False,False,False,2.0,1.823,0.2662337662337662,0.4853441558441558
16.0,4.0,43,22.0,16,E10,False,False,False,False,-6.0,1.823,0.25,0.45575
21.0,3.8,37,22.0,21,E10,False,False,False,False,-1.0,1.823,0.18095238095238095,0.32987619047619043
15.4,3.8,47,22.0,24,E10,False,False,False,False,2.0,1.823,0.24675324675324672,0.44983116883116875
16.0,3.8,42,22.0,17,E10,False,False,False,False,-5.0,1.823,0.2375,0.4329625
16.1,5.1,30,25.0,16,E10,True,True,False,False,-9.0,1.823,0.31677018633540366,0.5774720496894409
16.0,4.0,42,22.0,15,E10,False,False,False,False,-7.0,1.823,0.25,0.45575
15.4,4.8,40,22.0,18,E10,False,False,False,False,-4.0,1.823,0.3116883116883117,0.5682077922077922
17.2,3.9,35,22.0,16,E10,False,False,False,False,-6.0,1.823,0.22674418604651164,0.4133546511627907
16.6,4.6,50,22.0,25,E10,False,False,False,False,3.0,1.823,0.2771084337349397,0.5051686746987951
18.3,4.3,46,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.2349726775956284,0.45890163934426226
16.1,4.8,36,22.0,18,SP98,False,True,False,False,-4.0,1.953,0.29813664596273287,0.5822608695652173
16.0,4.1,46,22.0,17,SP98,False,False,False,False,-5.0,1.953,0.25625,0.5004562499999999
16.3,4.0,35,22.0,23,SP98,False,False,False,False,1.0,1.953,0.24539877300613497,0.4792638036809816
16.0,3.7,44,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.23125,0.45163125000000004
18.3,4.3,46,22.0,23,SP98,False,False,False,False,1.0,1.953,0.2349726775956284,0.45890163934426226
4.5,5.2,23,22.0,23,SP98,False,False,True,False,1.0,1.953,1.1555555555555557,2.2568
17.0,4.2,48,22.0,16,SP98,False,False,False,False,-6.0,1.953,0.24705882352941178,0.48250588235294123
6.1,5.0,35,24.5,18,SP98,False,False,False,False,-6.5,1.953,0.819672131147541,1.6008196721311476
6.1,5.0,33,22.0,24,SP98,False,False,True,False,2.0,1.953,0.819672131147541,1.6008196721311476
17.3,4.2,36,22.0,22,SP98,False,False,False,False,0.0,1.953,0.24277456647398843,0.4741387283236994
6.0,4.8,27,22.0,17,SP98,False,False,False,False,-5.0,1.953,0.7999999999999999,1.5624
16.0,4.1,45,22.0,15,SP98,False,False,False,False,-7.0,1.953,0.25625,0.5004562499999999
15.4,4.9,55,22.0,18,SP98,False,False,False,False,-4.0,1.953,0.3181818181818182,0.6214090909090909
15.4,4.3,39,22.0,23,SP98,False,False,False,False,1.0,1.953,0.2792207792207792,0.5453181818181818
16.0,3.9,35,22.0,18,SP98,False,False,False,False,-4.0,1.953,0.24375,0.47604375
15.4,4.5,52,22.0,26,SP98,False,False,False,False,4.0,1.953,0.2922077922077922,0.5706818181818182
16.6,4.1,48,25.5,30,SP98,True,False,True,False,4.5,1.953,0.24698795180722888,0.482367469879518
15.4,5.0,48,25.5,31,SP98,True,False,False,False,5.5,1.953,0.3246753246753247,0.6340909090909091
16.0,4.0,43,22.0,21,SP98,True,False,False,False,-1.0,1.953,0.25,0.48825
15.4,4.5,42,22.0,30,SP98,False,False,False,False,8.0,1.953,0.2922077922077922,0.5706818181818182
16.0,3.6,43,22.0,19,SP98,False,False,False,False,-3.0,1.953,0.225,0.439425
20.9,4.1,33,22.0,21,SP98,False,False,False,False,-1.0,1.953,0.19617224880382775,0.3831244019138756
32.1,3.9,47,22.0,26,SP98,False,False,False,False,4.0,1.953,0.12149532710280372,0.2372803738317757
15.3,6.6,16,24.0,27,SP98,True,False,False,False,3.0,1.953,0.4313725490196078,0.8424705882352941
28.5,4.0,44,25.0,23,SP98,True,False,False,False,-2.0,1.953,0.14035087719298245,0.27410526315789474
11.9,3.7,33,25.0,19,SP98,False,False,False,False,-6.0,1.953,0.31092436974789917,0.6072352941176471
14.5,4.3,36,25.0,22,SP98,False,False,False,False,-3.0,1.953,0.296551724137931,0.5791655172413793
16.6,4.1,49,22.0,26,SP98,False,False,True,False,4.0,1.953,0.24698795180722888,0.482367469879518
16.2,4.4,39,24.5,17,SP98,True,False,False,False,-7.5,1.953,0.271604938271605,0.5304444444444445
16.7,3.8,44,24.5,23,SP98,False,False,True,False,-1.5,1.953,0.2275449101796407,0.44439520958083834
8.3,5.0,52,24.5,27,SP98,False,False,False,False,2.5,1.953,0.6024096385542168,1.1765060240963854
5.5,3.7,33,24.5,28,SP98,False,False,True,False,3.5,1.953,0.6727272727272727,1.3138363636363637
13.6,3.7,33,24.5,28,SP98,False,False,True,False,3.5,1.953,0.2720588235294118,0.5313308823529412
16.0,3.7,39,24.5,18,SP98,False,False,False,False,-6.5,1.953,0.23125,0.45163125000000004
16.1,4.3,38,25.0,31,SP98,True,False,False,False,6.0,1.953,0.26708074534161486,0.5216086956521738
16.0,3.8,45,25.0,19,SP98,False,False,False,False,-6.0,1.953,0.2375,0.4638375
15.4,4.6,42,25.0,31,SP98,True,False,False,False,6.0,1.953,0.2987012987012987,0.5833636363636363
14.7,5.0,25,25.0,30,SP98,True,False,False,False,5.0,1.953,0.3401360544217687,0.6642857142857143
