distance,consume,speed,temp_inside,temp_outside,gas_type,ac,rain,sun,km_total,consume_liter_total,price_per_travel
130.3,4.6,85,22.0,12,0,0,0,0,3498.300000000003,5.9938,6.347999999999999
67.2,4.3,67,22.0,18,0,0,0,0,3565.5000000000027,2.8895999999999997,5.933999999999999
43.7,4.7,44,22.0,9,1,0,1,0,3609.2000000000025,2.0539,6.862
12.1,4.2,43,22.0,4,1,0,0,0,3621.3000000000025,0.5082,6.132
56.1,4.8,82,22.0,13,1,0,0,0,3677.4000000000024,2.6928,7.008
39.0,4.1,61,22.0,16,1,0,0,0,3716.4000000000024,1.5989999999999998,5.986
11.8,4.5,41,21.5,13,1,0,0,0,3728.2000000000025,0.531,6.57
38.5,4.8,63,21.5,14,1,0,0,0,3766.7000000000025,1.848,7.008
28.2,4.6,54,21.5,14,1,0,0,0,3794.9000000000024,1.2972,6.715999999999999
2.9,7.4,24,21.5,14,1,0,0,0,3797.8000000000025,0.2146,10.804
6.1,5.6,24,21.5,13,1,0,0,0,3803.9000000000024,0.34159999999999996,8.176
19.6,4.9,43,21.5,13,1,0,0,0,3823.5000000000023,0.9604000000000001,7.154
22.2,3.8,42,0.0,15,1,0,0,0,3845.700000000002,0.8435999999999999,5.548
13.6,4.5,44,19.0,18,1,0,0,0,3859.300000000002,0.612,6.57
12.6,4.1,33,0.0,17,1,0,0,0,3871.900000000002,0.5166,5.986
8.7,5.3,28,22.5,12,1,1,1,0,3880.6000000000017,0.46109999999999995,7.7379999999999995
7.9,4.7,31,22.5,12,1,1,0,0,3888.500000000002,0.3713,6.862
2.4,9.0,26,20.0,10,1,0,0,0,3890.900000000002,0.216,13.14
4.9,6.3,26,20.0,10,1,0,0,0,3895.800000000002,0.30870000000000003,9.198
18.1,3.6,36,20.0,19,1,0,0,0,3913.900000000002,0.6516000000000002,5.256
25.9,3.7,39,20.0,21,1,0,0,0,3939.800000000002,0.9583,5.402
1.3,11.5,21,20.0,10,1,0,0,0,3941.100000000002,0.14950000000000002,16.79
14.1,5.0,22,20.0,12,1,0,0,0,3955.200000000002,0.7050000000000001,7.3
13.4,5.5,31,20.0,9,1,0,0,0,3968.600000000002,0.737,8.03
6.4,4.7,33,20.0,8,1,0,0,0,3975.0000000000023,0.3008,6.862
12.9,4.5,42,20.0,13,1,0,0,0,3987.9000000000024,0.5805,6.57
12.1,4.4,33,22.5,5,1,0,0,0,4000.0000000000023,0.5324,6.424
15.7,4.1,32,22.5,13,1,0,0,0,4015.700000000002,0.6436999999999999,5.986
16.2,4.4,26,22.5,11,1,0,0,0,4031.900000000002,0.7128,6.424
12.8,4.6,22,22.5,12,1,0,0,0,4044.700000000002,0.5888,6.715999999999999
19.0,4.4,58,22.5,17,1,0,0,1,4063.700000000002,0.8360000000000001,6.424
29.0,4.0,27,22.5,12,1,0,0,0,4092.700000000002,1.16,5.84
12.1,5.0,32,22.5,9,1,0,0,0,4104.800000000002,0.605,7.3
12.3,5.2,55,22.5,10,1,0,0,0,4117.100000000002,0.6396000000000001,7.592
24.8,4.0,56,22.5,11,1,0,0,0,4141.900000000002,0.9920000000000001,5.84
12.9,5.1,34,22.5,8,1,0,1,0,4154.800000000002,0.6578999999999999,7.446
11.8,4.5,39,22.5,3,1,0,0,0,4166.600000000002,0.531,6.57
31.4,4.6,62,22.5,11,1,0,0,0,4198.000000000002,1.4444,6.715999999999999
19.0,5.1,53,22.5,4,1,0,1,0,4217.000000000002,0.969,7.446
13.0,5.7,38,22.5,3,1,1,1,0,4230.000000000002,0.741,8.322
11.8,4.8,42,22.5,2,1,0,0,0,4241.800000000002,0.5664,7.008
13.0,6.2,32,22.5,4,1,0,0,0,4254.800000000002,0.806,9.052
11.8,5.0,43,22.5,1,1,0,0,0,4266.600000000002,0.5900000000000001,7.3
27.1,5.0,69,22.5,8,1,0,0,0,4293.700000000003,1.3550000000000002,7.3
5.2,4.6,38,22.5,8,1,0,0,0,4298.900000000002,0.2392,6.715999999999999
19.0,4.5,29,22.5,10,0,0,0,0,4317.900000000002,0.855,6.209999999999999
12.4,4.8,38,22.5,1,0,0,0,0,4330.300000000002,0.5952000000000001,6.624
25.2,5.0,55,22.5,9,0,0,0,0,4355.500000000002,1.26,6.8999999999999995
14.3,4.8,36,22.5,10,0,0,0,0,4369.800000000002,0.6864,6.624
11.8,4.6,40,22.5,2,0,0,0,0,4381.600000000002,0.5428000000000001,6.347999999999999
16.9,4.5,48,22.5,9,0,0,0,1,4398.500000000002,0.7605,6.209999999999999
12.4,4.6,55,22.5,11,0,0,0,1,4410.9000000000015,0.5704,6.347999999999999
17.4,4.4,36,22.5,12,0,0,0,1,4428.300000000001,0.7656000000000001,6.072
9.2,5.7,33,22.5,8,0,0,1,0,4437.500000000001,0.5244,7.866
12.3,5.8,54,22.5,10,0,0,1,0,4449.800000000001,0.7134,8.004
13.0,5.9,32,22.5,10,0,0,0,0,4462.800000000001,0.767,8.142
11.8,6.1,16,22.5,6,0,0,1,0,4474.600000000001,0.7198,8.418
13.0,5.7,37,22.5,11,0,0,1,0,4487.600000000001,0.741,7.866
12.3,5.0,42,22.5,10,0,0,0,0,4499.9000000000015,0.6150000000000001,6.8999999999999995
12.3,5.2,57,22.5,15,0,0,0,1,4512.200000000002,0.6396000000000001,7.175999999999999
12.5,4.3,57,22.5,16,0,0,0,1,4524.700000000002,0.5375,5.933999999999999
31.5,4.1,30,22.5,16,0,0,0,1,4556.200000000002,1.2914999999999999,5.6579999999999995
11.8,4.4,42,22.5,8,0,0,0,0,4568.000000000002,0.5192000000000001,6.072
24.9,4.5,53,22.5,14,0,0,0,0,4592.9000000000015,1.1204999999999998,6.209999999999999
17.0,3.9,46,22.5,14,0,0,0,1,4609.9000000000015,0.663,5.382
2.0,8.1,20,22.5,14,0,0,0,0,4611.9000000000015,0.162,11.177999999999999
11.8,4.4,33,22.5,8,0,0,0,0,4623.700000000002,0.5192000000000001,6.072
7.4,5.0,31,22.5,12,0,0,0,0,4631.100000000001,0.37000000000000005,6.8999999999999995
12.4,4.7,55,22.5,14,0,0,0,1,4643.500000000001,0.5828,6.486
2.0,6.0,22,22.5,14,0,0,0,0,4645.500000000001,0.12,8.28
14.0,5.0,41,22.5,8,0,0,0,0,4659.500000000001,0.7000000000000001,6.8999999999999995
25.7,5.0,45,22.5,7,0,0,0,0,4685.200000000001,1.2850000000000001,6.8999999999999995
24.5,3.9,50,0.0,15,0,0,0,1,4709.700000000001,0.9555,5.382
11.8,4.5,28,22.5,12,0,0,0,0,4721.500000000001,0.531,6.209999999999999
4.1,5.4,24,22.5,13,0,0,0,0,4725.600000000001,0.2214,7.452
4.2,5.6,29,22.0,17,0,0,0,0,4729.800000000001,0.2352,7.727999999999999
4.2,3.9,29,22.0,18,0,0,0,1,4734.000000000001,0.1638,5.382
16.0,4.0,40,22.0,10,0,0,0,0,4750.000000000001,0.64,5.52
22.9,4.0,29,0.0,21,0,0,0,0,4772.900000000001,0.9159999999999999,5.52
16.0,3.8,42,0.0,8,0,0,0,0,4788.900000000001,0.608,5.244
15.4,4.5,50,22.0,14,0,0,0,0,4804.3,0.693,6.209999999999999
16.0,3.8,41,22.0,12,0,0,0,0,4820.3,0.608,5.244
4.2,5.6,32,22.0,18,0,0,0,0,4824.5,0.2352,7.727999999999999
101.9,5.2,75,22.0,18,0,0,0,0,4926.4,5.298800000000001,7.175999999999999
93.9,4.8,88,23.0,18,0,1,0,1,5020.299999999999,4.5072,6.624
25.7,4.9,50,22.0,10,1,0,1,0,5045.999999999999,1.2593,7.154
16.0,4.1,40,22.0,10,1,0,0,0,5061.999999999999,0.6559999999999999,5.986
16.1,4.5,32,22.0,19,1,0,0,0,5078.099999999999,0.7245,6.57
16.0,4.4,40,22.0,7,1,1,1,0,5094.099999999999,0.7040000000000001,6.424
16.0,4.5,41,22.0,11,1,0,0,0,5110.099999999999,0.72,6.57
24.7,4.5,26,22.0,10,1,0,0,0,5134.799999999999,1.1115,6.57
16.0,3.9,42,22.0,8,1,0,0,0,5150.799999999999,0.624,5.694
15.4,4.6,43,22.0,16,1,0,0,0,5166.199999999999,0.7084,6.715999999999999
16.0,3.8,40,22.0,8,1,0,0,0,5182.199999999999,0.608,5.548
32.1,4.5,50,22.0,16,1,0,0,0,5214.299999999999,1.4445000000000001,6.57
25.9,4.4,40,22.0,14,1,0,0,0,5240.199999999999,1.1396,6.424
48.6,4.3,44,22.0,12,1,0,0,0,5288.799999999999,2.0898,6.278
37.2,4.0,45,22.0,20,1,0,0,1,5325.999999999999,1.4880000000000002,5.84
28.8,3.9,35,22.0,15,1,0,0,1,5354.799999999999,1.1232,5.694
6.7,5.0,30,22.0,17,1,0,0,0,5361.499999999999,0.335,7.3
7.4,4.1,25,22.0,18,1,0,0,1,5368.899999999999,0.3034,5.986
17.3,4.1,22,22.0,25,1,0,0,1,5386.199999999999,0.7092999999999999,5.986
6.6,5.6,43,22.0,16,1,0,0,0,5392.799999999999,0.36959999999999993,8.176
14.3,4.1,26,22.0,20,1,0,0,0,5407.099999999999,0.5862999999999999,5.986
13.3,4.6,33,22.0,18,1,0,0,0,5420.4,0.6118,6.715999999999999
8.3,4.9,26,22.0,23,1,0,0,0,5428.7,0.40670000000000006,7.154
12.7,4.5,39,22.0,27,1,0,0,1,5441.4,0.5714999999999999,6.57
16.5,4.1,47,22.0,14,1,0,0,0,5457.9,0.6764999999999999,5.986
20.6,4.1,38,22.0,21,1,0,0,0,5478.5,0.8445999999999999,5.986
16.3,4.5,58,22.0,16,1,0,0,0,5494.8,0.7335,6.57
18.7,4.2,65,25.0,18,1,1,0,1,5513.5,0.7854,6.132
36.5,3.9,54,23.0,18,1,0,0,1,5550.0,1.4235,5.694
19.0,5.0,35,22.0,15,1,1,0,1,5569.0,0.9500000000000001,7.3
16.6,4.4,46,22.0,5,1,1,0,0,5585.6,0.7304000000000002,6.424
29.9,4.5,32,22.0,18,1,1,0,0,5615.5,1.3455,6.57
16.0,3.8,42,22.0,11,1,0,0,0,5631.5,0.608,5.548
21.1,5.1,33,22.0,10,1,0,1,0,5652.6,1.0761,7.446
16.0,3.9,40,22.0,10,1,0,0,0,5668.6,0.624,5.694
11.9,5.3,34,22.0,13,1,0,0,0,5680.5,0.6307,7.7379999999999995
10.1,4.2,35,22.0,16,1,0,0,0,5690.6,0.4242,6.132
31.9,4.3,33,22.0,16,1,0,0,0,5722.5,1.3717,6.278
18.7,4.0,60,22.0,13,1,0,0,0,5741.2,0.748,5.84
10.8,4.7,48,22.0,17,1,0,0,1,5752.0,0.5076,6.862
19.8,4.0,56,22.0,17,1,0,0,1,5771.8,0.792,5.84
11.3,4.3,38,22.0,17,1,0,0,0,5783.1,0.4859,6.278
11.5,5.3,53,22.0,15,1,0,0,0,5794.6,0.6094999999999999,7.7379999999999995
21.4,5.2,51,22.0,13,1,0,0,0,5816.0,1.1128,7.592
32.0,4.9,53,22.0,15,1,0,0,0,5848.0,1.568,7.154
41.9,4.7,53,22.0,14,1,0,0,0,5889.9,1.9692999999999998,6.862
211.0,4.6,80,22.0,20,1,0,0,0,6100.9,9.706,6.715999999999999
216.1,5.3,90,22.0,21,1,0,0,1,6317.0,11.453299999999999,7.7379999999999995
25.5,3.6,27,22.0,27,1,0,0,1,6342.5,0.9180000000000001,5.256
16.6,4.2,52,22.0,15,1,0,1,0,6359.1,0.6972000000000002,6.132
25.9,4.1,43,22.0,24,1,0,0,0,6385.0,1.0618999999999998,5.986
16.5,4.0,48,22.0,15,1,0,0,0,6401.5,0.66,5.84
22.1,3.9,29,22.0,26,1,0,0,0,6423.6,0.8619,5.694
16.6,3.7,49,22.0,17,0,0,0,0,6440.200000000001,0.6142000000000002,5.106
15.4,4.5,43,22.0,24,0,0,0,0,6455.6,0.693,6.209999999999999
16.5,3.9,43,22.0,17,0,0,0,0,6472.1,0.6435,5.382
15.4,5.1,21,22.0,24,0,0,0,0,6487.5,0.7854,7.037999999999999
18.4,4.2,59,22.0,24,0,0,0,0,6505.9,0.7728,5.795999999999999
39.5,4.2,58,22.0,25,0,0,0,0,6545.4,1.659,5.795999999999999
21.5,4.8,47,25.0,27,0,1,0,1,6566.9,1.032,6.624
4.8,4.7,26,25.0,18,0,0,0,0,6571.7,0.2256,6.486
100.9,4.7,87,23.5,22,0,0,0,0,6672.599999999999,4.7423,6.486
129.7,4.6,58,24.0,21,0,0,0,0,6802.299999999999,5.9662,6.347999999999999
16.6,3.8,43,21.5,16,0,0,0,0,6818.9,0.6308,5.244
15.4,4.2,50,21.5,21,0,0,0,0,6834.299999999999,0.6468,5.795999999999999
16.0,3.7,45,22.0,17,0,0,0,0,6850.299999999999,0.5920000000000001,5.106
16.0,4.2,41,22.0,15,0,0,0,0,6866.299999999999,0.672,5.795999999999999
15.4,4.1,45,22.0,24,0,0,0,0,6881.699999999999,0.6314,5.6579999999999995
16.0,4.0,43,22.0,16,0,0,0,0,6897.699999999999,0.64,5.52
21.0,3.8,37,22.0,21,0,0,0,0,6918.699999999999,0.7979999999999999,5.244
15.4,3.8,47,22.0,24,0,0,0,0,6934.0999999999985,0.5852,5.244
16.0,3.8,42,22.0,17,0,0,0,0,6950.0999999999985,0.608,5.244
16.1,5.1,30,25.0,16,0,1,1,0,6966.199999999999,0.8211,7.037999999999999
16.0,4.0,42,22.0,15,0,0,0,0,6982.199999999999,0.64,5.52
15.4,4.8,40,22.0,18,0,0,0,0,6997.5999999999985,0.7392000000000001,6.624
17.2,3.9,35,22.0,16,0,0,0,0,7014.799999999998,0.6708,5.382
16.6,4.6,50,22.0,25,0,0,0,0,7031.399999999999,0.7636000000000001,6.347999999999999
18.3,4.3,46,22.0,16,1,0,0,0,7049.699999999999,0.7868999999999999,6.278
16.1,4.8,36,22.0,18,1,0,1,0,7065.799999999999,0.7728,7.008
16.0,4.1,46,22.0,17,1,0,0,0,7081.799999999999,0.6559999999999999,5.986
16.3,4.0,35,22.0,23,1,0,0,0,7098.099999999999,0.652,5.84
16.0,3.7,44,22.0,16,1,0,0,0,7114.099999999999,0.5920000000000001,5.402
18.3,4.3,46,22.0,23,1,0,0,0,7132.4,0.7868999999999999,6.278
4.5,5.2,23,22.0,23,1,0,0,1,7136.9,0.234,7.592
17.0,4.2,48,22.0,16,1,0,0,0,7153.9,0.7140000000000001,6.132
6.1,5.0,35,24.5,18,1,0,0,0,7160.0,0.305,7.3
6.1,5.0,33,22.0,24,1,0,0,1,7166.1,0.305,7.3
17.3,4.2,36,22.0,22,1,0,0,0,7183.400000000001,0.7266,6.132
6.0,4.8,27,22.0,17,1,0,0,0,7189.400000000001,0.28800000000000003,7.008
16.0,4.1,45,22.0,15,1,0,0,0,7205.400000000001,0.6559999999999999,5.986
15.4,4.9,55,22.0,18,1,0,0,0,7220.8,0.7546,7.154
15.4,4.3,39,22.0,23,1,0,0,0,7236.2,0.6622,6.278
16.0,3.9,35,22.0,18,1,0,0,0,7252.2,0.624,5.694
15.4,4.5,52,22.0,26,1,0,0,0,7267.599999999999,0.693,6.57
16.6,4.1,48,25.5,30,1,1,0,1,7284.2,0.6806,5.986
15.4,5.0,48,25.5,31,1,1,0,0,7299.599999999999,0.77,7.3
16.0,4.0,43,22.0,21,1,1,0,0,7315.599999999999,0.64,5.84
15.4,4.5,42,22.0,30,1,0,0,0,7330.999999999999,0.693,6.57
16.0,3.6,43,22.0,19,1,0,0,0,7346.999999999999,0.5760000000000001,5.256
20.9,4.1,33,22.0,21,1,0,0,0,7367.899999999999,0.8568999999999999,5.986
32.1,3.9,47,22.0,26,1,0,0,0,7399.999999999999,1.2519,5.694
15.3,6.6,16,24.0,27,1,1,0,0,7415.299999999999,1.0098,9.636
28.5,4.0,44,25.0,23,1,1,0,0,7443.799999999999,1.1400000000000001,5.84
11.9,3.7,33,25.0,19,1,0,0,0,7455.699999999999,0.4403000000000001,5.402
14.5,4.3,36,25.0,22,1,0,0,0,7470.199999999999,0.6234999999999999,6.278
16.6,4.1,49,22.0,26,1,0,0,1,7486.799999999999,0.6806,5.986
16.2,4.4,39,24.5,17,1,1,0,0,7502.999999999999,0.7128,6.424
16.7,3.8,44,24.5,23,1,0,0,1,7519.699999999999,0.6345999999999999,5.548
8.3,5.0,52,24.5,27,1,0,0,0,7527.999999999999,0.41500000000000004,7.3
5.5,3.7,33,24.5,28,1,0,0,1,7533.499999999999,0.20350000000000001,5.402
13.6,3.7,33,24.5,28,1,0,0,1,7547.099999999999,0.5032000000000001,5.402
16.0,3.7,39,24.5,18,1,0,0,0,7563.099999999999,0.5920000000000001,5.402
16.1,4.3,38,25.0,31,1,1,0,0,7579.2,0.6923,6.278
16.0,3.8,45,25.0,19,1,0,0,0,7595.2,0.608,5.548
15.4,4.6,42,25.0,31,1,1,0,0,7610.599999999999,0.7084,6.715999999999999
14.7,5.0,25,25.0,30,1,1,0,0,7625.299999999999,0.735,7.3
